"","SAMPLE_ID","SAMP_DATE","LABNO","WUWN.x","GROUP_ID","YEAR","COUNTY","TOWNSHIP","TOWN","RANGE","RANGE_DIR","SECTION","QS","QQS","pH_Qual","pH","pH_Rel","Cond_Qual","Conductivity","Cond_Rel","Alk_Qual","Alkalinity","Alk_Rel","Total.Hardness","Thard_Rel","Nitrate","NO3_Rel","Cl_Qual","Chloride","Cl_Rel","SI_Qual","SI","SI_Rel","As_Qual","Arsenic","As_Rel","Ca_Qual","Calcium","Ca_Rel","Cu_Qual","Copper","Cu_Rel","Fe_Qual","Iron","Fe_Rel","K_Qual","Potassium","K_Rel","Mg_Qual","Magnesium","Mg_Rel","Mn_Qual","Manganese","Mn_Rel","Na_Qual","Sodium","Na_Rel","Pb_Qual","Lead","Pb_Rel","SO4_Qual","Sulfate","SO4_Rel","Zn_Qual","Zinc","Zn_Rel","P_Qual","P","P_Rel","PROJECT_ID","ID","WUWN.y","X1100","X1200","X2110","X2120","X2130","X2140","X3110","X3120","X3210","X3220","X4110","X4120","X4130","X4210","X4220","X4230","X4240","X4250","X4300","X5000","X6100","X6210","X6220","X6230","X6310","X6320","X6330","X6410","X6420","X6430","X6440","X6450","X7000","X8000","X65535","area.x","area2","CASH_PERC","CORN_PERC","DAIRY_PERC","URBAN_area","URBAN_PERC","HAY_PERC","PASTURE_PERC","AG_area","AG_PERC","POT_VEG_PERC","Excessively.drained","Somewhat.excessively.drained","Well.Drained","Moderately.well.drained","Somewhat.poorly.drained","Poorly.drained","Very.poorly.drained","Water","area.ssurgo","area_ssurgo_nowater","perc_wd","perc_pd","perc_vpd","perc_sed","perc_spd","perc_mwd","perc_ed","weighted.rank","LONGITUDE","LATITUDE","Construction.Date","Well.Bottom..ft","Static.Water.Level..ft","Casing.Bottom..ft","Casing.Below.Water.Table..ft..","Depth.to.Bedrock","Bedrock.Top","Well.Finished","Comments","cnt","cnt_Thard","THard","Top.Bedrock","HAY_PAST","AG_HAY_PAST","ROWCROP","DB_WT","WELL_DEPTH_CAT","DRAIN_CAT","AG_CAT","HAY_CAT","PASTURE_CAT","HAY_PAST_CAT","DAIRY_CAT","ROWCROP_CAT","AG_HAY_PAST_CAT","URBAN_CAT"
"180",135369,"5/5/2023","2300291-EJ","WI593",603,2023,"JEFFERSON","SUMNER",5,13,"E",4,"SW","SE",NA,8.24,1,NA,536,1,NA,302,1,287,1,0.05,1,NA,1,1,NA,0.7,1,"<",0.005,1,"",55.54,1,"<",0.001,1,"<",0.007,5,"",1.2,1,"",36.08,1,"",0.019,1,NA,4.856,1,"<",0.004,1,NA,4.77,1,"<",0.006,1,"<",0.005,1,30213,1957,"WI593",NA,NA,988200,NA,193500,NA,40500,133200,NA,38700,NA,NA,NA,NA,NA,NA,59400,NA,NA,NA,NA,NA,NA,183600,13500,NA,NA,NA,NA,319500,NA,NA,NA,NA,NA,1970100,1970100,0.501598904,0,0.098218365,0,0,0.020557332,0.067610781,1181700,0.599817268,0,NA,21557.4,991463.7,45058.5,551304,150725.1,216457.5,NA,1978510,1976566.2,0.501609154,0.076256034,0.10951189,0.01090649,0.278920079,0.022796353,0,3.763454318,-88.96462712,42.92034703,39100,198,2,195,193,NA,NA,NA,NA,1,0,287,NA,0.088168113,0.687985381,0.501598904,193,"> 100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","50-75%","0-2.5%"
"181",135370,"5/20/2023","2300291-EK","AO167",603,2023,"JEFFERSON","IXONIA",8,16,"E",21,"NE","NW",NA,8.05,1,NA,834,1,NA,360,1,434,1,0.05,1,NA,32.9,1,NA,0.8,1,"<",0.005,1,"",90.45,1,"",0.016,1,"<",0.007,5,"",1.706,1,"",50.66,1,"",0.013,1,NA,9.968,1,"<",0.004,1,NA,61.64,1,"<",0.006,1,"<",0.005,1,30214,811,"AO167",35100,498600,501300,NA,360000,NA,18000,116100,NA,75600,NA,8100,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,NA,141300,126000,NA,NA,57600,NA,NA,1800,NA,NA,NA,NA,1971900,1971900,0.254221817,0,0.182565039,533700,0.27065267,0.009128252,0.058877225,861300,0.436786855,0,NA,6007.8,614739.3,34279.8,531867,29685.6,758219.7,NA,1978510,1974799.2,0.311292054,0.015032212,0.383947745,0.003042233,0.26932713,0.017358626,0,2.866141732,-88.60477879,43.15020712,28770,NA,40,73,33,NA,NA,NA,NA,1,0,434,NA,0.068005477,0.504792332,0.254221817,33,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"182",135371,"5/10/2023","2300291-EL","SM387",603,2023,"JEFFERSON","AZTALAN",7,14,"E",34,"SE","NE",NA,8.19,1,NA,671,1,NA,356,1,356,1,0.05,1,NA,11.5,1,NA,0.8,1,"<",0.005,1,"",69.28,1,"",0.005,1,"<",0.007,5,"",1.534,1,"",44.52,1,"",0.039,1,NA,5.713,1,"<",0.004,1,NA,9.31,1,"<",0.006,1,"<",0.005,1,30215,112,"SM387",26100,528300,874800,NA,87300,NA,16200,56700,NA,14400,NA,10800,NA,NA,NA,NA,35100,NA,NA,183600,NA,NA,NA,36900,NA,NA,NA,NA,NA,103500,NA,NA,NA,NA,NA,1973700,1973700,0.443228454,0,0.044231646,554400,0.280893753,0.008207934,0.02872777,962100,0.4874601,0,NA,20320.5,316116.3,274061.7,826779.3,227412.9,160620.3,NA,1978510,1825311,0.173184898,0.124588577,0.087996128,0.011132623,0.452952565,0.150145208,0,3.229332043,-88.81786082,43.0249201,38231,99,7,96,89,NA,NA,NA,NA,1,0,356,NA,0.036935704,0.524395804,0.443228454,89,"75-100 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"183",135372,"5/18/2023","2300291-EM","HX223",603,2023,"JEFFERSON","IXONIA",8,16,"E",5,"NE","NE",NA,8.09,1,NA,937,1,NA,376,1,452,1,0.05,1,NA,56.2,1,NA,0.9,1,"",0.005,1,"",91.04,1,"",0.017,1,"",0.383,1,"",1.42,1,"",54.47,1,"",0.022,1,NA,24.44,1,"<",0.004,1,NA,59.8,1,"",0.042,1,"<",0.005,1,30216,848,"HX223",14400,126000,676800,NA,365400,NA,146700,189900,27000,107100,NA,42300,NA,NA,NA,15300,174600,3600,NA,NA,NA,NA,NA,10800,NA,NA,NA,NA,NA,23400,50400,NA,NA,NA,NA,1973700,1973700,0.342909257,0,0.185134519,140400,0.071135431,0.074327405,0.09621523,1042200,0.528043776,0,NA,7421.4,696551.4,35163.3,420015.9,33926.4,293498.7,NA,1978510,1486577.1,0.468560561,0.022821823,0.197432545,0.004992274,0.282538928,0.023653869,0,3.5580649,-88.61810021,43.194218,34534,165,35,43,8,28,NA,NA,NA,1,0,452,NA,0.170542635,0.698586411,0.342909257,8,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"184",135373,"5/17/2023","2300291-EO","OW113",603,2023,"JEFFERSON","MILFORD",8,14,"E",25,"SW","SE",NA,8.22,1,NA,1509,1,NA,437,1,578,1,0.05,1,NA,225,1,NA,1.1,1,"",0.031,1,"",118.6,1,"",0.14,1,"",10.84,1,"",1.427,1,"",68.46,1,"",0.08,1,NA,100.5,1,"",0.008,1,NA,57.45,1,"",0.219,1,"",0.059,1,30218,361,"OW113",NA,18900,382500,135000,362700,NA,198900,78300,NA,25200,NA,NA,NA,NA,NA,NA,111600,NA,NA,145800,NA,NA,NA,89100,NA,NA,NA,9900,NA,412200,9000,NA,NA,NA,NA,1979100,1979100,0.193269668,0.068212824,0.183265121,18900,0.009549795,0.100500227,0.039563438,880200,0.444747613,0,NA,30039,611735.4,97891.8,303040.5,434682,405173.1,NA,1978510,1882561.8,0.324948376,0.230899193,0.215224329,0.015956448,0.160972405,0.051999249,0,3.088417496,-88.78776018,43.12427247,37328,150,45,116,71,113,NA,NA,NA,1,0,578,NA,0.140063665,0.584811278,0.261482492,71,"50-75 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","0-2.5%"
"185",135374,"5/3/2023","2300291-EP","MF791",603,2023,"JEFFERSON","MILFORD",8,14,"E",34,"NE","SE",NA,8.11,1,NA,990,1,NA,377,1,500,1,4.5,1,NA,65,1,NA,0.9,1,"<",0.005,1,"",106,1,"",0.01,1,"<",0.007,1,"",1.507,1,"",57.23,1,"<",0.001,1,NA,14.54,1,"<",0.004,1,NA,57.41,1,"",0.122,1,"<",0.005,1,30219,473,"MF791",NA,28800,1585800,NA,136800,NA,42300,125100,NA,9900,NA,NA,NA,NA,NA,NA,44100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972800,1972800,0.803832117,0,0.069343066,28800,0.01459854,0.021441606,0.063412409,1722600,0.873175182,0,NA,NA,905587.5,504655.2,367182.6,NA,201261.3,NA,1978510,1978686.6,0.457671013,0,0.101714592,0,0.185568852,0.255045544,0,3.966958385,-88.81830531,43.11733883,36111,171,45,115,70,115,NA,NA,NA,1,0,500,NA,0.084854015,0.958029197,0.803832117,70,"50-75 FT","Moderately Well Drained","75-100%","0-25%","0-25%","0-25%","0-25%","75-100%","75-100%","0-2.5%"
"186",135375,"5/8/2023","2300291-EQ","SR774",603,2023,"JEFFERSON","CONCORD",7,16,"E",36,"NE","SE",NA,8.1,1,NA,805,1,NA,325,1,379,1,9,1,NA,41.3,1,NA,0.8,1,"<",0.005,1,"",85.65,1,"",0.006,1,"<",0.007,1,"",1.274,1,"",40.09,1,"<",0.001,1,NA,19.39,1,"<",0.004,1,NA,18.49,1,"",0.015,1,"<",0.005,1,30220,1639,"SR774",11700,458100,42300,NA,303300,NA,241200,268200,NA,43200,NA,9000,NA,NA,NA,58500,204300,10800,NA,137700,NA,27000,NA,52200,17100,NA,NA,55800,NA,NA,36000,NA,NA,NA,NA,1976400,1976400,0.02140255,0,0.153460838,469800,0.237704918,0.122040073,0.135701275,345600,0.174863388,0,NA,68736.3,1123988.7,27918.6,93827.7,8304.9,86759.7,NA,1978510,1409535.9,0.797417576,0.005891939,0.061551962,0.0487652,0.066566378,0.019806945,0,4.631941833,-88.54442943,43.0291016,38448,39,23,36,13,NA,NA,NA,NA,1,0,379,NA,0.257741348,0.432604736,0.02140255,13,"0-25 FT","Well Drained","0-25%","0-25%","0-25%","25-50%","0-25%","0-25%","25-50%","5-30%"
"187",135376,"5/3/2023","2300291-ER","UM892",603,2023,"JEFFERSON","AZTALAN",7,14,"E",23,"NW","NW",NA,8.11,1,NA,656,1,NA,325,1,352,1,0.5,1,NA,13.8,1,NA,0.8,1,"<",0.005,1,"",76.78,1,"",0.005,1,"",0.997,1,"",0.98,1,"",38.95,1,"",0.002,1,NA,4.606,1,"<",0.004,1,NA,21.22,1,"",0.01,1,"<",0.005,1,30221,123,"UM892",18900,40500,1145700,24300,339300,NA,42300,122400,NA,NA,NA,NA,NA,NA,NA,14400,76500,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25200,NA,NA,101700,NA,NA,1976400,1976400,0.579690346,0.012295082,0.171675774,59400,0.030054645,0.02140255,0.061930783,1509300,0.763661202,0,NA,24914.7,1057019.4,55837.2,689130,140123.1,11132.1,NA,1978510,1978156.5,0.53434569,0.070835194,0.005627512,0.012594908,0.348369808,0.028226887,0,4.052612774,-88.81399776,43.06297699,39574,185,52,144,92,8,NA,NA,NA,1,0,352,NA,0.083333333,0.846994535,0.591985428,92,"75-100 FT","Moderately Well Drained","75-100%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","2.5-5%"
"188",135377,"5/18/2023","2300291-ES","TB226",603,2023,"JEFFERSON","COLD SPRING",5,15,"E",22,"SE","NE",NA,8.27,1,NA,784,1,NA,334,1,NA,5,0.05,1,NA,19.6,1,NA,-1,5,"",0.005,1,"",0.154,5,"",0.004,1,"",0.015,5,"",0.362,1,"",0.076,5,"<",0.001,1,NA,190.4,5,"<",0.004,1,NA,54.15,1,"",0.008,1,"<",0.005,1,30222,1125,"TB226",8100,69300,855900,144900,311400,NA,114300,187200,NA,35100,NA,NA,NA,NA,NA,NA,121500,NA,NA,NA,NA,NA,NA,65700,NA,NA,NA,NA,NA,56700,NA,NA,NA,NA,NA,1970100,1970100,0.434444952,0.073549566,0.158063042,77400,0.039287346,0.05801736,0.095020557,1312200,0.666057561,0,NA,105666.6,807342.3,124396.8,397928.4,16963.2,521618.4,NA,1978510,1973915.7,0.409005461,0.00859368,0.264255662,0.053531465,0.201593412,0.06302032,0,3.504520634,-88.70352318,42.87562329,38567,168,18,53,35,52,NA,NA,NA,1,1,1,NA,0.153037917,0.819095478,0.507994518,35,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","2.5-5%"
"189",135378,"5/13/2023","2300291-ET","NW114",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",17,"NW","NW",NA,8.23,1,NA,797,1,NA,366,1,284,1,0.05,1,NA,18.8,1,NA,0.9,1,"<",0.005,1,"",23.52,5,"",0.12,1,"<",0.007,5,"",4.595,1,"",54.83,5,"",0.021,1,NA,69.09,5,"<",0.004,1,NA,53.19,1,"",0.008,1,"<",0.005,1,30223,2918,"NW114",NA,244800,381600,72900,495000,NA,86400,270000,NA,123300,NA,NA,NA,NA,NA,NA,112500,2700,NA,NA,NA,43200,NA,66600,NA,NA,NA,62100,NA,27000,NA,NA,NA,NA,NA,1988100,1988100,0.191942055,0.036668176,0.24898144,244800,0.123132639,0.043458579,0.135808058,949500,0.47759167,0,NA,30922.5,904704,350572.8,272118,311522.1,106196.7,NA,1978510,1976036.1,0.45783779,0.157650004,0.053742287,0.015648753,0.137709023,0.177412143,0,3.874899401,-88.63929149,42.98840205,36607,142,15,109,94,109,NA,NA,NA,1,0,284,NA,0.179266637,0.656858307,0.228610231,94,"75-100 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","50-75%","5-30%"
"190",135379,"5/7/2023","2300291-EV","ZS336",603,2023,"JEFFERSON","LAKE MILLS",7,13,"E",10,"NE","SW",NA,8.13,1,NA,770,1,NA,356,1,413,1,2.2,1,NA,18.5,1,NA,0.9,1,"",0.007,1,"",85.37,1,"",0.022,1,"",0.196,1,"",1.443,1,"",48.42,1,"",0.146,1,NA,4.013,1,"<",0.004,1,NA,43.75,1,"",0.055,1,"<",0.005,1,30225,1105,"ZS336",NA,297900,353700,NA,237600,NA,71100,72000,NA,54900,NA,17100,NA,NA,NA,9000,487800,NA,NA,142200,NA,NA,NA,86400,58500,NA,NA,86400,NA,NA,NA,NA,NA,NA,NA,1974600,1974600,0.179124886,0,0.120328168,297900,0.150865998,0.036007293,0.036463081,591300,0.299453054,0,NA,14136,1188130.8,191896.2,134292,82872.3,215574,NA,1978510,1826901.3,0.650353032,0.045362221,0.117999807,0.007737692,0.073508076,0.105039172,0,4.147596479,-88.94302458,43.09126923,43283,165,54,90,36,90,NA,NA,NA,1,0,413,NA,0.072470374,0.371923428,0.179124886,36,"25-50 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","5-30%"
"191",135380,"5/3/2023","2300291-EX","QI923",603,2023,"JEFFERSON","PALMYRA",5,16,"E",35,"NE","NE",NA,8.16,1,NA,682,1,NA,308,1,372,1,5.7,1,NA,13.7,1,NA,0.8,1,"<",0.005,1,"",84.66,1,"",0.502,1,"",6.111,1,"",1.48,1,"",38.9,1,"",0.166,1,NA,3.081,1,"",0.018,1,NA,31.45,1,"",0.285,1,"<",0.005,1,30227,2593,"QI923",NA,83700,108900,NA,149400,NA,45900,180000,NA,193500,NA,166500,NA,NA,NA,917100,117900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,10800,NA,1981800,1981800,0.054950045,0,0.075386013,83700,0.042234332,0.023160763,0.090826521,258300,0.130336058,0,317529.9,286077.3,965488.8,294028.8,39227.4,26858.4,48062.4,NA,1978510,1977273,0.488293119,0.013583557,0.024307417,0.144682752,0.019839142,0.1487042,0.160589812,5.139499553,-88.56295554,42.85544081,37074,201,157,198,41,NA,NA,NA,NA,1,0,372,NA,0.113987284,0.244323342,0.054950045,41,"25-50 FT","Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","2.5-5%"
"192",135381,"5/2/2023","2300291-EY","NV786",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",3,"NE","NE",NA,8.24,1,NA,1012,1,NA,376,1,447,1,0.5,1,NA,83.8,1,NA,1,1,"<",0.005,1,"",95.85,1,"",0.028,1,"<",0.007,1,"",3.064,1,"",50.38,1,"",0.018,1,NA,40.87,1,"<",0.004,1,NA,44.72,1,"",0.041,1,"<",0.005,1,30228,2937,"NV786",88200,384300,193500,NA,45000,NA,32400,72900,NA,49500,NA,NA,NA,NA,NA,91800,63900,NA,NA,10800,NA,12600,NA,134100,37800,NA,NA,702900,NA,NA,54000,NA,NA,NA,NA,1973700,1973700,0.098039216,0,0.022799818,472500,0.239398085,0.016415869,0.036935705,238500,0.120839033,0,NA,55130.4,804868.5,36046.8,163447.5,129874.5,782074.2,NA,1978510,1971441.9,0.40826387,0.065877924,0.396701622,0.027964507,0.082907592,0.018284485,0,3.059424576,-88.5804617,43.01721145,36571,80,15,61,46,61,NA,NA,NA,1,0,447,NA,0.053351574,0.174190607,0.098039216,46,"25-50 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","5-30%"
"193",135382,"5/3/2023","2300291-EZ","VK257",603,2023,"JEFFERSON","PALMYRA",5,16,"E",15,"SE","SE",NA,8.13,1,NA,684,1,NA,329,1,358,1,0.6,1,NA,14.7,1,NA,0.8,1,"<",0.005,1,"",82.09,1,"",0.026,1,"<",0.007,1,"",1.547,1,"",37.29,1,"<",0.001,1,NA,6.444,1,"<",0.004,1,NA,31.43,1,"",0.011,1,"<",0.005,1,30229,2129,"VK257",10800,140400,95400,9000,47700,NA,45900,269100,NA,126900,NA,93600,NA,NA,NA,360900,218700,NA,NA,NA,NA,NA,NA,122400,126000,NA,NA,NA,18000,296100,NA,NA,NA,NA,NA,1980900,1980900,0.048159927,0.004543389,0.024079964,151200,0.076328941,0.023171286,0.135847342,152100,0.07678328,0,150195,573744.9,329015.4,162033.9,103546.2,98245.2,543352.5,NA,1978510,1960133.1,0.167853601,0.050121698,0.277201839,0.292707113,0.052826107,0.082664744,0.076624899,3.998467502,-88.58629731,42.88913125,38623,145,72,123,51,120,NA,NA,NA,1,0,358,NA,0.159018628,0.235801908,0.052703316,51,"50-75 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","5-30%"
"194",135383,"5/6/2023","2300291-FA","TG998",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",25,"SW","NE",NA,8.13,1,NA,909,1,NA,342,1,449,1,16.2,1,NA,39.1,1,NA,0.9,1,"<",0.005,1,"",96.28,1,"",0.006,1,"<",0.007,1,"",1.814,1,"",50.62,1,"<",0.001,1,NA,12.73,1,"<",0.004,1,NA,35.16,1,"",0.016,1,"<",0.005,1,30230,2686,"TG998",NA,73800,935100,64800,275400,NA,121500,159300,NA,54900,NA,NA,NA,NA,NA,14400,242100,NA,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,NA,11700,NA,NA,NA,NA,NA,1978200,1978200,0.472702457,0.032757052,0.13921747,73800,0.037306642,0.061419472,0.080527753,1275300,0.644676979,0,NA,45942,1214812.5,85346.1,401639.1,186595.2,42938.1,NA,1978510,1977273,0.614387846,0.094369973,0.021715818,0.023235031,0.203127793,0.043163539,0,4.203842717,-88.79125939,42.86445752,38729,200,105,97,-8,97,NA,NA,NA,1,0,449,NA,0.141947225,0.786624204,0.505459509,-8,"ABOVE","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","2.5-5%"
"195",135384,"5/17/2023","2300291-FB","XI758",603,2023,"JEFFERSON","AZTALAN",7,14,"E",7,"SE","SE",NA,8.24,1,NA,936,1,NA,333,1,426,1,15.5,1,NA,56.1,1,NA,0.9,1,"",0.009,1,"",87.17,1,"",0.009,1,"<",0.007,1,"",0.88,1,"",50.61,1,"<",0.001,1,NA,25.87,1,"<",0.004,1,NA,35.45,1,"",0.007,1,"<",0.005,1,30231,191,"XI758",50400,477900,215100,NA,558900,NA,144000,147600,20700,86400,NA,16200,NA,NA,NA,NA,61200,NA,NA,NA,NA,45900,NA,140400,NA,NA,NA,1800,NA,NA,6300,NA,NA,NA,NA,1972800,1972800,0.109032847,0,0.28330292,528300,0.267791971,0.072992701,0.074817518,774000,0.392335766,0,NA,38167.2,1120631.4,310992,107080.2,12545.7,248086.8,NA,1978510,1837503.3,0.609866333,0.00682758,0.135012982,0.020771228,0.058274834,0.169247043,0,4.17443985,-88.87812911,43.08205563,41893,123,47,63,16,12,NA,NA,NA,1,0,426,NA,0.147810219,0.540145985,0.109032847,16,"0-25 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","25-50%","0-25%","50-75%","5-30%"
"196",135385,"5/8/2023","2300291-FC","MW979",603,2023,"JEFFERSON","JEFFERSON",6,15,"E",13,"NE","SE",NA,8.2,1,NA,684,1,NA,345,1,369,1,0.05,1,NA,6.5,1,NA,0.8,1,"<",0.005,1,"",72.69,1,"",0.028,1,"",0.329,1,"",1.156,1,"",45.43,1,"",0.007,1,NA,4.011,1,"<",0.004,1,NA,33.66,1,"",0.009,1,"<",0.005,1,30232,2258,"MW979",NA,41400,424800,NA,222300,NA,219600,194400,NA,156600,NA,5400,NA,NA,NA,NA,121500,NA,NA,NA,NA,19800,NA,253800,32400,NA,NA,263700,NA,9000,NA,NA,10800,NA,NA,1975500,1975500,0.215034169,0,0.112528474,41400,0.02095672,0.111161731,0.098405467,647100,0.327562642,0,NA,58487.7,766524.6,166628.1,225999.3,333256.2,425847,NA,1978510,1976742.9,0.387771521,0.16858854,0.215428623,0.029587915,0.114329132,0.08429427,0,3.34915527,-88.66306211,42.98282015,36209,120,21,74,53,74,NA,NA,NA,1,0,369,NA,0.209567198,0.53712984,0.215034169,53,"50-75 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","50-75%","0-2.5%"
"197",135386,"5/4/2023","2300291-FE","OT175",603,2023,"JEFFERSON","SUMNER",5,13,"E",16,"NE","NE",NA,8.2,1,NA,554,1,NA,309,1,293,1,0.4,1,NA,0.6,1,NA,0.7,1,"<",0.005,1,"",58.91,1,"",0.003,1,"<",0.007,5,"",1.442,1,"",35.42,1,"<",0.001,1,NA,4.012,1,"<",0.004,1,NA,4.87,1,"<",0.006,1,"<",0.005,1,30234,2168,"OT175",NA,124200,553500,102600,89100,NA,78300,43200,NA,12600,NA,NA,NA,NA,NA,NA,90900,NA,NA,618300,61200,NA,NA,NA,12600,NA,NA,NA,NA,191700,NA,NA,NA,NA,NA,1978200,1978200,0.279799818,0.051865332,0.045040946,124200,0.062784349,0.039581438,0.021838035,745200,0.376706096,0,NA,3887.4,579399.3,31806,380965.2,7068,309225,NA,1978510,1312350.9,0.44149724,0.005385755,0.235626767,0.002962165,0.290292177,0.024235896,0,3.439477582,-88.95878826,42.90272558,37029,260,2,258,256,258,NA,NA,NA,1,0,293,NA,0.061419473,0.438125569,0.33166515,256,"> 100 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","25-50%","5-30%"
"198",135387,"5/8/2023","2300291-FF","MV641",603,2023,"JEFFERSON","AZTALAN",7,14,"E",13,"SE","NE",NA,8.05,1,NA,2200,1,NA,457,1,760,1,0.05,1,NA,423,1,NA,1.1,1,"",0.006,1,"",158.5,1,"",0.014,1,"",0.03,3,"",3.463,1,"",88.55,1,"",4.055,1,NA,173.2,1,"<",0.004,1,NA,51.31,1,"",0.006,1,"<",0.005,1,30235,127,"MV641",274500,776700,333900,NA,57600,NA,2700,54900,NA,12600,NA,NA,NA,NA,NA,NA,180000,NA,NA,NA,NA,7200,NA,15300,NA,NA,NA,15300,NA,245700,8100,NA,NA,NA,NA,1984500,1984500,0.168253968,0,0.029024943,1051200,0.529705215,0.001360544,0.027664399,391500,0.197278912,0,NA,32159.4,502004.7,400932.3,436625.7,329192.1,276712.2,NA,1978510,1977626.4,0.25384203,0.166458184,0.139921372,0.016261615,0.220782702,0.202734096,0,3.312902073,-88.77932595,43.07055614,36073,102,24,99,75,NA,NA,NA,NA,1,0,760,NA,0.029024943,0.226303855,0.168253968,75,"50-75 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"199",135388,"5/4/2023","2300291-FG","QT762",603,2023,"JEFFERSON","SUMNER",5,13,"E",7,"SW","SE",NA,8.15,1,NA,930,1,NA,315,1,424,1,12.5,1,NA,65.9,1,NA,0.8,1,"<",0.005,1,"",90.06,1,"",0.357,1,"",0.764,1,"",3.089,1,"",48.39,1,"",0.033,1,NA,23.81,1,"",0.058,1,NA,35.73,1,"",0.074,1,"<",0.005,1,30236,2037,"QT762",NA,12600,1398600,NA,133200,NA,55800,23400,NA,NA,NA,NA,NA,NA,NA,NA,181800,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,171000,NA,NA,NA,NA,NA,1979100,1979100,0.706684857,0,0.06730332,12600,0.00636653,0.028194634,0.011823556,1531800,0.773988176,0,NA,75981,1168163.7,311875.5,243492.6,50889.6,71210.1,NA,1978510,1921612.5,0.607908046,0.026482759,0.037057471,0.03954023,0.126712644,0.162298851,0,4.396137931,-89.00451639,42.90584656,37354,125,30,64,34,5,NA,NA,NA,1,0,424,NA,0.04001819,0.814006366,0.706684857,34,"25-50 FT","Moderately Well Drained","75-100%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","0-2.5%"
"200",135389,"5/8/2023","2300291-FH","HT314",603,2023,"JEFFERSON","IXONIA",8,16,"E",19,"SW","NE",NA,8.13,1,NA,1636,1,NA,440,1,660,1,0.05,1,NA,217,1,NA,1.1,1,"",0.009,1,"",132.5,1,"",0.002,1,"",2.959,1,"",4.662,1,"",79.94,1,"",0.057,1,NA,94.03,1,"<",0.004,1,NA,119.7,1,"",0.026,1,"<",0.005,1,30237,804,"HT314",NA,243900,632700,NA,490500,NA,53100,141300,NA,53100,NA,NA,NA,NA,NA,NA,88200,NA,NA,58500,NA,NA,NA,NA,NA,NA,NA,16200,NA,58500,135000,NA,NA,NA,NA,1971000,1971000,0.321004566,0,0.248858447,243900,0.123744292,0.026940639,0.071689498,1123200,0.569863014,0,NA,14842.8,760163.4,107963.7,460833.6,226529.4,338027.1,NA,1978510,1908360,0.398333333,0.118703704,0.17712963,0.007777778,0.241481481,0.056574074,0,3.403611111,-88.65126796,43.14227844,34534,75,35,49,14,46,NA,NA,NA,1,0,660,NA,0.098630137,0.668493151,0.321004566,14,"0-25 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
