PROJECT_ID,cnt.x,mean_no3.x,SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Thard_Qual,Total.Hardness,Thard_Rel,NO3_Qual,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,Bact_Qual,Bacteria,Bact_Rel,Ecoli_Qual,Ecoli,Ecoli_Rel,Tri_Qual,Triazine,Tri_Rel,DACT_Qual,DACT,DACT_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,COMMENT,PROJECT_ID,LONGITUDE,LATITUDE,cnt.y,cnt_Thard,THard,cnt,mean_no3.y,DATE,X..i...1.x,NO3_PVALUE,NO3_SLOPE,mean_Cl.y,CL_PVALUE,CL_SLOPE
10131,4,9.7,103855,5/7/2018,18-157-26,,452,2018,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,7.83,1,NA,694,1,,284,1,,362,1,,10.9,1,,20.3,1,NA,0.5,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10131,-88.12280041,43.93674211,1,0,362,1,9.7,5/7/2018,df1$Nitrate,1,0.833333333,17.1,0.308179547,2.833333333
10131,4,9.7,127321,5/9/2022,2200231-DQ,,570,2022,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,8.25,1,NA,674,1,,300,1,,348,1,,10.9,1,,19.6,1,NA,0.9,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10131,-88.12280041,43.93674211,1,0,348,1,9.7,5/9/2022,df1$Nitrate,1,0.833333333,17.1,0.308179547,2.833333333
10137,4,16.025,53783,5/19/2003,4903031,,240,2003,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,7.59,1,NA,712,1,,265,1,,376,1,,18,1,,47.5,1,NA,0.5,1,NA,1,1,NA,0,1,,0.5,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10137,-88.12280728,43.938017,1,0,376,1,16.025,5/19/2003,df1$Nitrate,0.308179547,-2.333333333,NA,NA,NA
10137,4,16.025,57036,6/7/2004,367973,,1,2004,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,21.6,1,,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10137,-88.12280728,43.938017,1,1,1,1,16.025,6/7/2004,df1$Nitrate,0.308179547,-2.333333333,NA,NA,NA
10137,4,16.025,77068,8/30/2010,38810101,,347,2010,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,7.74,1,NA,750,1,,296,1,,384,1,,13,1,,40.3,1,NA,0.7,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10137,-88.12280728,43.938017,1,0,384,1,16.025,8/30/2010,df1$Nitrate,0.308179547,-2.333333333,NA,NA,NA
10137,4,16.025,127245,5/9/2022,2200231-AP,ZX880,570,2022,CALUMET,NEW HOLSTEIN,17,20,E,17,SE,SE,NA,8.14,1,NA,678,1,,306,1,,340,1,,11.5,1,,19.3,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10137,-88.12280728,43.938017,1,0,340,1,16.025,5/9/2022,df1$Nitrate,0.308179547,-2.333333333,NA,NA,NA
10187,4,0.0625,67215,8/20/2007,38607053,,302,2007,CALUMET,BROTHERTOWN,17,18,E,11,,,NA,8.31,1,NA,415,1,,144,1,,136,1,,0.1,1,,4.3,1,NA,0.3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,0.005,1,,16.9,1,,0.001,1,,0.241,1,,1.5,1,,21.1,1,,0.007,1,,37.7,1,<,0.002,1,NA,72.1,1,,0.004,1,,10187,-88.3168755,43.9519491,1,0,136,1,0.0625,8/20/2007,df1$Nitrate,0.37109337,-0.008333333,4.5,1,0.033333333
10187,4,0.0625,92616,6/29/2015,15-231-46,,411,2015,CALUMET,BROTHERTOWN,17,18,E,11,,,NA,8.33,1,NA,386,1,,160,1,,132,1,<,0.05,1,,4.6,1,NA,0.1,1,NA,0,1,NA,NA,NA,,NA,NA,<,0.1,1,<,0.005,1,,17.5,1,<,0.001,1,,0.084,1,,1.4,1,,20.5,1,,0.007,1,,36.4,1,<,0.002,1,NA,69.8,1,<,0.002,1,,10187,-88.3168755,43.9519491,1,0,132,1,0.0625,6/29/2015,df1$Nitrate,0.37109337,-0.008333333,4.5,1,0.033333333
10187,4,0.0625,108088,3/25/2019,1900125-79,,472,2019,CALUMET,BROTHERTOWN,17,18,E,11,SW,SE,NA,8.27,1,NA,429,1,,148,1,,143,1,<,0.05,1,,4.6,1,NA,0.2,1,NA,0,1,NA,NA,NA,,NA,NA,<,0.1,1,<,0.005,1,,16.5,1,<,0.002,1,,0.1,1,,1.3,1,,20.6,1,,0.005,1,,38.2,1,<,0.005,1,NA,65.58,1,<,0.002,1,,10187,-88.3168755,43.9519491,1,0,143,1,0.0625,3/25/2019,df1$Nitrate,0.37109337,-0.008333333,4.5,1,0.033333333
10187,4,0.0625,134613,5/8/2023,2300244-12,,604,2023,CALUMET,BROTHERTOWN,17,18,E,11,SW,SE,NA,8.32,1,NA,413,1,,144,1,,134,1,<,0.05,1,,4.5,1,NA,0.3,1,NA,0,1,NA,NA,NA,,NA,NA,<,0.1,1,<,0.005,1,,17.05,1,,0.008,1,,0.135,1,,1.262,1,,19.87,1,,0.006,1,,37.75,1,<,0.004,1,NA,63.81,1,<,0.006,1,"Metals sample was taken at 7am, Homeowners and DACT samples were taken at 4:45pm",10187,-88.3168755,43.9519491,1,0,134,1,0.0625,5/8/2023,df1$Nitrate,0.37109337,-0.008333333,4.5,1,0.033333333
10195,4,0.0875,67248,8/20/2007,38607089,,302,2007,CALUMET,BROTHERTOWN,17,18,E,11,,,NA,7.92,1,NA,457,1,,168,1,,164,1,,0.2,1,,4.9,1,NA,0.3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,<,0.003,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10195,-88.31728126,43.95388038,1,0,164,1,0.0875,8/20/2007,df1$Nitrate,0.37109337,-0.025,4.575,0.308179547,-0.258333333
10195,4,0.0875,80325,8/29/2011,416-11-45,,359,2011,CALUMET,BROTHERTOWN,17,18,E,11,,,NA,8.29,1,NA,433,1,,172,1,,168,1,<,0.05,1,,4.6,1,NA,0.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10195,-88.31728126,43.95388038,1,0,168,1,0.0875,8/29/2011,df1$Nitrate,0.37109337,-0.025,4.575,0.308179547,-0.258333333
10195,4,0.0875,92725,6/29/2015,15-231-157,,411,2015,CALUMET,BROTHERTOWN,17,18,E,11,,,NA,8.23,1,NA,430,1,,160,1,,164,1,<,0.05,1,,4.7,1,NA,0.3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10195,-88.31728126,43.95388038,1,0,164,1,0.0875,6/29/2015,df1$Nitrate,0.37109337,-0.025,4.575,0.308179547,-0.258333333
10195,4,0.0875,117562,9/21/2020,2000456-AR,,515,2020,CALUMET,BROTHERTOWN,17,18,E,11,SW,SE,NA,8.37,1,NA,485,1,,170,1,,157,1,<,0.05,1,,4.1,1,NA,0.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10195,-88.31728126,43.95388038,1,0,157,1,0.0875,9/21/2020,df1$Nitrate,0.37109337,-0.025,4.575,0.308179547,-0.258333333
10204,9,4.733333333,51595,8/5/2002,205-02-141,,232,2002,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.58,1,NA,1272,1,,252,1,,376,1,,4.1,1,,181,1,NA,0.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,376,1,4.733333333,8/5/2002,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,55001,9/15/2003,435033,,1,2003,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.55,1,NA,1115,1,,383,1,,488,1,,3.7,1,,140,1,NA,0.7,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,488,1,4.733333333,9/15/2003,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,58729,11/8/2004,572607,,1,2004,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.7,1,NA,1410,1,,411,1,,552,1,,4.5,1,,216,1,NA,0.9,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,552,1,4.733333333,11/8/2004,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,64550,11/13/2006,143004,,1,2006,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.8,1,NA,1217,1,,424,1,,508,1,,4.2,1,,146,1,NA,1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,508,1,4.733333333,11/13/2006,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,67188,8/20/2007,38607025,DJ297,302,2007,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.58,1,NA,1185,1,,424,1,,528,1,,3.9,1,,141,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,0.005,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,528,1,4.733333333,8/20/2007,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,92631,6/29/2015,15-231-61,DJ297,411,2015,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,8.03,1,NA,1187,1,,380,1,,504,1,,2.9,1,,173,1,NA,0.9,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,504,1,4.733333333,6/29/2015,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,98407,3/27/2017,17-95-41,DJ297,430,2017,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.59,1,NA,1501,1,,398,1,,570,1,,6.7,1,,238,1,NA,0.5,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,570,1,4.733333333,3/27/2017,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,108105,3/25/2019,1900125-97,,472,2019,CALUMET,BROTHERTOWN,17,19,E,8,SE,NW,NA,7.93,1,NA,1410,1,,413,1,,470,1,,6.1,1,,193,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,<,0.1,1,,0.011,1,,4.6,5,,0.1624,1,<,0.01,5,,1.2,1,,3.2,5,<,0.001,1,,318.4,5,<,0.005,1,NA,18.88,1,,0.042,1,,10204,-88.25067204,43.95579799,1,0,470,1,4.733333333,3/25/2019,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10204,9,4.733333333,134706,5/8/2023,2300244-AN,DJ297,604,2023,CALUMET,BROTHERTOWN,17,19,E,8,SE,NW,NA,8.23,1,NA,1211,1,,424,1,,476,1,,6.5,1,,133,1,NA,1.1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10204,-88.25067204,43.95579799,1,0,476,1,4.733333333,5/8/2023,df1$Nitrate,0.251452187,0.31,173.4444444,1,-0.333333333
10217,5,12.06,88812,6/9/2014,190-14-51,WY006,396,2014,CALUMET,NEW HOLSTEIN,17,20,E,7,NE,SE,NA,7.84,1,NA,746,1,,300,1,,396,1,,11.3,1,,25.5,1,NA,0.5,1,NA,0,1,NA,NA,NA,,NA,NA,,0.9,1,,0.007,1,,77.3,1,,0.009,1,,0.007,1,<,0.1,1,,45.2,1,<,0.001,1,,16.7,1,<,0.005,1,NA,31.8,1,,0.006,1,,10217,-88.14264574,43.95713955,1,0,396,1,12.06,6/9/2014,df1$Nitrate,0.086410733,0.358333333,28.08,0.129551353,1.833333333
10217,5,12.06,92540,7/13/2015,223062,WY006,1,2015,CALUMET,NEW HOLSTEIN,17,20,E,7,NE,SE,NA,7.75,1,NA,712,1,,272,1,,376,1,,11.9,1,,25.2,1,NA,0.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10217,-88.14264574,43.95713955,1,0,376,1,12.06,7/13/2015,df1$Nitrate,0.086410733,0.358333333,28.08,0.129551353,1.833333333
10217,5,12.06,96329,6/27/2016,16-274-80,WY006,426,2016,CALUMET,NEW HOLSTEIN,17,20,E,7,NE,SE,NA,8.14,1,NA,726,1,,290,1,,388,1,,11.8,1,,26.9,1,NA,0.8,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10217,-88.14264574,43.95713955,1,0,388,1,12.06,6/27/2016,df1$Nitrate,0.086410733,0.358333333,28.08,0.129551353,1.833333333
10217,5,12.06,103940,5/7/2018,18-157-114,WY006,452,2018,CALUMET,NEW HOLSTEIN,17,20,E,7,NE,SE,NA,7.79,1,NA,802,1,,304,1,,404,1,,12,1,,31.4,1,NA,0.5,1,NA,0,1,NA,NA,NA,,NA,NA,,2.2,1,<,0.005,1,,90.9,1,,0.047,1,<,0.01,1,,0.7,1,,45.5,1,<,0.001,1,,7,1,<,0.005,1,NA,31.5,1,,0.181,1,,10217,-88.14264574,43.95713955,1,0,404,1,12.06,5/7/2018,df1$Nitrate,0.086410733,0.358333333,28.08,0.129551353,1.833333333
10217,5,12.06,123737,9/13/2021,2100536-50,WY006,552,2021,CALUMET,NEW HOLSTEIN,17,20,E,7,NE,SE,NA,8.12,1,NA,800,1,,316,1,,393,1,,13.3,1,,31.4,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,1.41,1,,0.006,1,,85.12,1,,0.002,1,<,0.005,1,,0.808,1,,47.35,1,<,0.001,1,,8.111,1,<,0.004,1,NA,31.72,1,,0.054,1,,10217,-88.14264574,43.95713955,1,0,393,1,12.06,9/13/2021,df1$Nitrate,0.086410733,0.358333333,28.08,0.129551353,1.833333333
10238,7,5.085714286,58928,12/6/2004,572743,,1,2004,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.87,1,NA,884,1,,368,1,,460,1,,11,1,,38.5,1,NA,1,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10238,-88.24278995,43.96079913,1,0,460,1,5.085714286,12/6/2004,df1$Nitrate,0.367520738,0.68,24.25,0.707114231,1.5
10238,7,5.085714286,62583,5/15/2006,526370,,1,2006,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,2.1,1,,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10238,-88.24278995,43.96079913,1,1,1,1,5.085714286,5/15/2006,df1$Nitrate,0.367520738,0.68,24.25,0.707114231,1.5
10238,7,5.085714286,67247,8/20/2007,38607088,TF676,302,2007,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.98,1,NA,673,1,,324,1,,368,1,,2.5,1,,15.6,1,NA,1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,0.004,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10238,-88.24278995,43.96079913,1,0,368,1,5.085714286,8/20/2007,df1$Nitrate,0.367520738,0.68,24.25,0.707114231,1.5
10238,7,5.085714286,80336,8/29/2011,416-11-56,TF676,359,2011,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.95,1,NA,679,1,,328,1,,380,1,,3.9,1,,19.9,1,NA,0.5,1,NA,0,1,NA,NA,NA,,NA,NA,,0.2,1,<,0.005,1,,64.1,1,,0.709,1,,0.001,1,,5.5,1,,37.1,1,,0.002,1,,41,1,,0.003,1,NA,30.1,1,,0.522,1,,10238,-88.24278995,43.96079913,1,0,380,1,5.085714286,8/29/2011,df1$Nitrate,0.367520738,0.68,24.25,0.707114231,1.5
10238,7,5.085714286,92611,6/29/2015,15-231-41,TF676,411,2015,CALUMET,BROTHERTOWN,17,19,E,8,,,NA,7.65,1,NA,685,1,,304,1,,380,1,,4.9,1,,22.4,1,NA,0.2,1,NA,0,1,NA,NA,NA,,NA,NA,<,0.1,1,,0.006,1,,72.6,1,,0.63,1,,0.007,1,,1.5,1,,40.8,1,,0.001,1,,7.7,1,,0.002,1,NA,27.1,1,,0.667,1,,10238,-88.24278995,43.96079913,1,0,380,1,5.085714286,6/29/2015,df1$Nitrate,0.367520738,0.68,24.25,0.707114231,1.5
